TradingDate,open,high,low,close,exclose,volume
2019-05-13 09:52:30,2.075,2.11,2.075,2.075,2.075,975
2019-05-13 09:53:00,2.085,2.095,2.065,2.065,2.065,996
2019-05-13 09:53:30,2.06,2.155,2.06,2.075,2.075,998
2019-05-13 09:54:00,2.105,2.125,2.08,2.085,2.085,1059
2019-05-13 09:54:30,2.095,2.12,2.065,2.065,2.065,1063
2019-05-13 09:55:00,2.09,2.09,2.05,2.055,2.055,1065
2019-05-13 09:55:30,2.06,2.07,2.045,2.07,2.07,1096
2019-05-13 09:56:00,2.09,2.13,2.09,2.115,2.115,1167
2019-05-13 09:56:30,2.07,2.07,2.06,2.06,2.06,1338
2019-05-13 09:57:00,2.09,2.165,2.09,2.165,2.165,1338
2019-05-13 09:57:30,2.155,2.155,2.105,2.13,2.13,1342
2019-05-13 09:58:00,2.1,2.11,2.075,2.08,2.08,1356
2019-05-13 09:58:30,2.1,2.1,2.05,2.05,2.05,1363
2019-05-13 09:59:00,2.07,2.08,2.035,2.08,2.08,1372
2019-05-13 09:59:30,2.085,2.09,2.04,2.04,2.04,1373
2019-05-13 10:00:00,2.035,2.05,2.02,2.02,2.02,1378
2019-05-13 10:00:30,2.02,2.08,2.02,2.035,2.035,1381
2019-05-13 10:01:00,2.01,2.015,1.97,1.97,1.97,1402
2019-05-13 10:01:30,1.95,1.97,1.91,1.91,1.91,1470
2019-05-13 10:02:00,1.91,1.91,1.85,1.85,1.85,1479
2019-05-13 10:02:30,1.835,1.915,1.835,1.915,1.915,1509
2019-05-13 10:03:00,1.93,1.93,1.88,1.88,1.88,1512
2019-05-13 10:03:30,1.87,1.885,1.855,1.87,1.87,1515
2019-05-13 10:04:00,1.85,1.885,1.84,1.885,1.885,1538
2019-05-13 10:04:30,1.885,1.885,1.85,1.855,1.855,1539
2019-05-13 10:05:00,1.87,1.875,1.85,1.85,1.85,1545
2019-05-13 10:05:30,1.82,1.82,1.785,1.81,1.81,2112
2019-05-13 10:06:00,1.785,1.785,1.755,1.755,1.755,2131
2019-05-13 10:06:30,1.755,1.81,1.755,1.81,1.81,2191
2019-05-13 10:07:00,1.81,1.85,1.81,1.81,1.81,2193
2019-05-13 10:07:30,1.83,1.925,1.83,1.925,1.925,2202
2019-05-13 10:08:00,1.9,1.9,1.86,1.875,1.875,2229
2019-05-13 10:08:30,1.89,1.91,1.83,1.835,1.835,2316
2019-05-13 10:09:00,1.83,1.85,1.82,1.85,1.85,2342
2019-05-13 10:09:30,1.845,1.845,1.835,1.84,1.84,2434
2019-05-13 10:10:00,1.85,1.87,1.84,1.85,1.85,2448
2019-05-13 10:10:30,1.855,1.865,1.82,1.82,1.82,2463
2019-05-13 10:11:00,1.815,1.865,1.815,1.865,1.865,2482
2019-05-13 10:11:30,1.83,1.87,1.82,1.82,1.82,2487
2019-05-13 10:12:00,1.79,1.835,1.79,1.82,1.82,2497
2019-05-13 10:12:30,1.79,1.795,1.78,1.79,1.79,2502
2019-05-13 10:13:00,1.795,1.865,1.795,1.865,1.865,2507
2019-05-13 10:13:30,1.865,1.865,1.82,1.82,1.82,2518
2019-05-13 10:14:00,1.8,1.875,1.8,1.875,1.875,2525
2019-05-13 10:14:30,1.88,1.915,1.875,1.885,1.885,2532
2019-05-13 10:15:00,1.855,1.855,1.84,1.85,1.85,2548
2019-05-13 10:15:30,1.835,1.85,1.805,1.85,1.85,2560
2019-05-13 10:16:00,1.86,1.89,1.83,1.83,1.83,2575
2019-05-13 10:16:30,1.825,1.825,1.82,1.825,1.825,2588
2019-05-13 10:17:00,1.9,1.915,1.9,1.915,1.915,2602
2019-05-13 10:17:30,1.975,1.975,1.95,1.95,1.95,2620
2019-05-13 10:18:00,1.97,2.005,1.97,2.005,2.005,2628
2019-05-13 10:18:30,2.005,2.005,1.96,1.96,1.96,2652
2019-05-13 10:19:00,1.955,1.955,1.88,1.895,1.895,2667
2019-05-13 10:19:30,1.93,1.96,1.89,1.89,1.89,2672
2019-05-13 10:20:00,1.895,1.895,1.855,1.87,1.87,2676
2019-05-13 10:20:30,1.855,1.885,1.83,1.83,1.83,2676
2019-05-13 10:21:00,1.81,1.83,1.81,1.83,1.83,2681
2019-05-13 10:21:30,1.84,1.86,1.835,1.835,1.835,2682
2019-05-13 10:22:00,1.83,1.9,1.83,1.845,1.845,2683
2019-05-13 10:22:30,1.845,1.845,1.83,1.83,1.83,2690
2019-05-13 10:23:00,1.8,1.81,1.8,1.81,1.81,2695
2019-05-13 10:23:30,1.85,1.88,1.835,1.835,1.835,2695
2019-05-13 10:24:00,1.885,1.895,1.87,1.89,1.89,2721
2019-05-13 10:24:30,1.885,1.895,1.875,1.875,1.875,2735
2019-05-13 10:25:00,1.86,1.91,1.86,1.91,1.91,2736
2019-05-13 10:25:30,1.89,1.89,1.84,1.84,1.84,2740
2019-05-13 10:26:00,1.855,1.855,1.79,1.825,1.825,2740
2019-05-13 10:26:30,1.815,1.815,1.78,1.8,1.8,2741
2019-05-13 10:27:00,1.81,1.81,1.785,1.785,1.785,2756
2019-05-13 10:27:30,1.78,1.8,1.765,1.77,1.77,2771
2019-05-13 10:28:00,1.78,1.84,1.78,1.84,1.84,2779
2019-05-13 10:28:30,1.85,1.85,1.78,1.78,1.78,2780
2019-05-13 10:29:00,1.755,1.8,1.755,1.8,1.8,2787
2019-05-13 10:29:30,1.88,1.89,1.88,1.89,1.89,2790
2019-05-13 10:30:00,1.805,1.805,1.73,1.755,1.755,2795
2019-05-13 10:30:30,1.71,1.755,1.71,1.735,1.735,2810
2019-05-13 10:31:00,1.79,1.83,1.79,1.83,1.83,2816
2019-05-13 10:31:30,1.765,1.835,1.76,1.76,1.76,2816
2019-05-13 10:32:00,1.755,1.815,1.755,1.76,1.76,2823
2019-05-13 10:32:30,1.72,1.75,1.72,1.74,1.74,2829
2019-05-13 10:33:00,1.78,1.79,1.74,1.78,1.78,2832
2019-05-13 10:33:30,1.765,1.885,1.765,1.885,1.885,2878
2019-05-13 10:34:00,1.87,1.91,1.87,1.91,1.91,2934
2019-05-13 10:34:30,1.83,1.83,1.79,1.79,1.79,2948
2019-05-13 10:35:00,1.87,1.985,1.87,1.97,1.97,2966
2019-05-13 10:35:30,1.945,1.99,1.945,1.99,1.99,2994
2019-05-13 10:36:00,1.96,1.96,1.935,1.945,1.945,3019
2019-05-13 10:36:30,1.96,1.96,1.915,1.935,1.935,3038
2019-05-13 10:37:00,1.95,1.955,1.885,1.885,1.885,3043
2019-05-13 10:37:30,1.875,1.885,1.865,1.865,1.865,3044
2019-05-13 10:38:00,1.855,1.895,1.855,1.865,1.865,3044
2019-05-13 10:38:30,1.85,1.855,1.82,1.82,1.82,3044
2019-05-13 10:39:00,1.83,1.905,1.83,1.905,1.905,3055
2019-05-13 10:39:30,1.93,1.97,1.93,1.97,1.97,3088
2019-05-13 10:40:00,1.965,1.99,1.955,1.955,1.955,3104
2019-05-13 10:40:30,1.955,1.955,1.905,1.92,1.92,3107
2019-05-13 10:41:00,1.91,1.98,1.91,1.935,1.935,3110
2019-05-13 10:41:30,1.97,1.995,1.945,1.995,1.995,3111
2019-05-13 10:42:00,2.015,2.065,2.015,2.055,2.055,3119
2019-05-13 10:42:30,2.075,2.09,2.06,2.09,2.09,3140
2019-05-13 10:43:00,2.075,2.105,2.075,2.095,2.095,3166
2019-05-13 10:43:30,2.08,2.08,2.03,2.03,2.03,3216
2019-05-13 10:44:00,2.04,2.075,2.04,2.075,2.075,3336
2019-05-13 10:44:30,2.055,2.055,2.03,2.035,2.035,3339
2019-05-13 10:45:00,2.03,2.075,2.02,2.06,2.06,3363
2019-05-13 10:45:30,2.065,2.065,2.03,2.04,2.04,3369
2019-05-13 10:46:00,2.015,2.015,1.97,1.985,1.985,3425
2019-05-13 10:46:30,1.985,2.0,1.955,1.955,1.955,3445
2019-05-13 10:47:00,1.98,1.98,1.885,1.93,1.93,3450
2019-05-13 10:47:30,1.93,1.93,1.89,1.925,1.925,3463
2019-05-13 10:48:00,1.905,1.91,1.865,1.865,1.865,3463
2019-05-13 10:48:30,1.845,1.85,1.845,1.85,1.85,3580
2019-05-13 10:49:00,1.845,1.845,1.8,1.815,1.815,3581
2019-05-13 10:49:30,1.81,1.855,1.79,1.79,1.79,3587
2019-05-13 10:50:00,1.775,1.845,1.775,1.845,1.845,3588
2019-05-13 10:50:30,1.845,1.86,1.835,1.84,1.84,3594
2019-05-13 10:51:00,1.85,1.895,1.845,1.88,1.88,3599
2019-05-13 10:51:30,1.86,1.86,1.8,1.81,1.81,3605
2019-05-13 10:52:00,1.83,1.85,1.785,1.785,1.785,3643
2019-05-13 10:52:30,1.77,1.8,1.77,1.78,1.78,3691
2019-05-13 10:53:00,1.775,1.785,1.73,1.76,1.76,3696
2019-05-13 10:53:30,1.76,1.79,1.76,1.79,1.79,3735
2019-05-13 10:54:00,1.82,1.83,1.8,1.8,1.8,3739
2019-05-13 10:54:30,1.77,1.77,1.75,1.75,1.75,3750
2019-05-13 10:55:00,1.75,1.805,1.75,1.805,1.805,3752
2019-05-13 10:55:30,1.78,1.785,1.745,1.745,1.745,3768
2019-05-13 10:56:00,1.75,1.76,1.735,1.735,1.735,3782
2019-05-13 10:56:30,1.735,1.74,1.715,1.73,1.73,3782
2019-05-13 10:57:00,1.71,1.72,1.7,1.705,1.705,3784
2019-05-13 10:57:30,1.68,1.695,1.67,1.68,1.68,3785
2019-05-13 10:58:00,1.68,1.74,1.68,1.705,1.705,3789
2019-05-13 10:58:30,1.72,1.76,1.72,1.74,1.74,3842
2019-05-13 10:59:00,1.745,1.775,1.74,1.775,1.775,3847
2019-05-13 10:59:30,1.77,1.82,1.77,1.82,1.82,3850
2019-05-13 11:00:00,1.82,1.865,1.81,1.865,1.865,3850
2019-05-13 11:00:30,1.855,1.875,1.82,1.82,1.82,3861
2019-05-13 11:01:00,1.8,1.8,1.745,1.745,1.745,3864
2019-05-13 11:01:30,1.73,1.73,1.675,1.705,1.705,3867
2019-05-13 11:02:00,1.735,1.735,1.68,1.68,1.68,3885
2019-05-13 11:02:30,1.68,1.7,1.64,1.64,1.64,3887
2019-05-13 11:03:00,1.66,1.675,1.66,1.66,1.66,3911
2019-05-13 11:03:30,1.65,1.66,1.61,1.61,1.61,3920
2019-05-13 11:04:00,1.6,1.6,1.59,1.595,1.595,3965
2019-05-13 11:04:30,1.595,1.61,1.595,1.605,1.605,3999
2019-05-13 11:05:00,1.625,1.65,1.625,1.64,1.64,4004
2019-05-13 11:05:30,1.65,1.66,1.62,1.62,1.62,4005
2019-05-13 11:06:00,1.62,1.665,1.62,1.64,1.64,4016
2019-05-13 11:06:30,1.655,1.69,1.655,1.69,1.69,4017
2019-05-13 11:07:00,1.69,1.77,1.69,1.77,1.77,4017
2019-05-13 11:07:30,1.76,1.775,1.75,1.775,1.775,4028
2019-05-13 11:08:00,1.785,1.81,1.77,1.77,1.77,4028
2019-05-13 11:08:30,1.755,1.755,1.69,1.69,1.69,4042
2019-05-13 11:09:00,1.685,1.685,1.645,1.645,1.645,4042
2019-05-13 11:09:30,1.655,1.66,1.655,1.66,1.66,4051
2019-05-13 11:10:00,1.66,1.66,1.61,1.61,1.61,4052
2019-05-13 11:10:30,1.66,1.66,1.62,1.63,1.63,4055
2019-05-13 11:11:00,1.65,1.675,1.65,1.665,1.665,4055
2019-05-13 11:11:30,1.67,1.72,1.67,1.715,1.715,4055
2019-05-13 11:12:00,1.705,1.715,1.67,1.67,1.67,4060
2019-05-13 11:12:30,1.71,1.73,1.69,1.73,1.73,4073
2019-05-13 11:13:00,1.73,1.76,1.72,1.76,1.76,4073
2019-05-13 11:13:30,1.775,1.82,1.77,1.8,1.8,4076
2019-05-13 11:14:00,1.79,1.79,1.725,1.75,1.75,4126
2019-05-13 11:14:30,1.755,1.755,1.715,1.715,1.715,4126
2019-05-13 11:15:00,1.705,1.71,1.685,1.7,1.7,4154
2019-05-13 11:15:30,1.68,1.685,1.66,1.66,1.66,4175
2019-05-13 11:16:00,1.655,1.655,1.595,1.595,1.595,4185
2019-05-13 11:16:30,1.535,1.545,1.52,1.52,1.52,4286
2019-05-13 11:17:00,1.505,1.565,1.5,1.565,1.565,4301
2019-05-13 11:17:30,1.575,1.575,1.545,1.545,1.545,4352
2019-05-13 11:18:00,1.54,1.55,1.525,1.525,1.525,4424
2019-05-13 11:18:30,1.52,1.53,1.51,1.53,1.53,4424
2019-05-13 11:19:00,1.545,1.545,1.51,1.52,1.52,4425
2019-05-13 11:19:30,1.525,1.56,1.52,1.54,1.54,4430
2019-05-13 11:20:00,1.54,1.56,1.54,1.56,1.56,4447
2019-05-13 11:20:30,1.56,1.56,1.545,1.545,1.545,4452
2019-05-13 11:21:00,1.545,1.61,1.545,1.61,1.61,4452
2019-05-13 11:21:30,1.61,1.61,1.595,1.61,1.61,4455
2019-05-13 11:22:00,1.595,1.595,1.575,1.585,1.585,4460
2019-05-13 11:22:30,1.59,1.6,1.58,1.6,1.6,4473
2019-05-13 11:23:00,1.605,1.705,1.605,1.705,1.705,4474
2019-05-13 11:23:30,1.725,1.725,1.66,1.66,1.66,4486
2019-05-13 11:24:00,1.635,1.66,1.63,1.64,1.64,4486
2019-05-13 11:24:30,1.645,1.67,1.64,1.67,1.67,4486
2019-05-13 11:25:00,1.67,1.67,1.65,1.65,1.65,4488
2019-05-13 11:25:30,1.645,1.655,1.62,1.62,1.62,4488
2019-05-13 11:26:00,1.615,1.615,1.595,1.6,1.6,4493
2019-05-13 11:26:30,1.58,1.61,1.58,1.58,1.58,4562
2019-05-13 11:27:00,1.595,1.605,1.56,1.56,1.56,4635
2019-05-13 11:27:30,1.555,1.565,1.555,1.56,1.56,4641
2019-05-13 11:28:00,1.565,1.59,1.565,1.58,1.58,4641
2019-05-13 11:28:30,1.59,1.59,1.545,1.545,1.545,4643
2019-05-13 11:29:00,1.545,1.575,1.545,1.565,1.565,4648
2019-05-13 11:29:30,1.565,1.595,1.545,1.595,1.595,4650
2019-05-13 11:30:00,1.605,1.65,1.595,1.605,1.605,4650
2019-05-13 11:30:30,1.63,1.66,1.63,1.635,1.635,4650
2019-05-13 11:31:00,1.61,1.61,1.55,1.55,1.55,4650
2019-05-13 11:31:30,1.55,1.55,1.52,1.54,1.54,4650
2019-05-13 11:32:00,1.53,1.57,1.53,1.57,1.57,4651
2019-05-13 11:32:30,1.56,1.56,1.53,1.53,1.53,4661
2019-05-13 11:33:00,1.55,1.55,1.51,1.51,1.51,4668
2019-05-13 11:33:30,1.515,1.575,1.515,1.555,1.555,4668
2019-05-13 11:34:00,1.54,1.63,1.54,1.625,1.625,4687
2019-05-13 11:34:30,1.625,1.635,1.57,1.57,1.57,4690
2019-05-13 11:35:00,1.56,1.58,1.53,1.53,1.53,4692
2019-05-13 11:35:30,1.51,1.53,1.51,1.53,1.53,4696
2019-05-13 11:36:00,1.56,1.56,1.525,1.535,1.535,4701
2019-05-13 11:36:30,1.535,1.57,1.515,1.57,1.57,4717
2019-05-13 11:37:00,1.585,1.585,1.53,1.53,1.53,4719
2019-05-13 11:37:30,1.52,1.52,1.505,1.51,1.51,4733
2019-05-13 11:38:00,1.53,1.575,1.525,1.575,1.575,4736
2019-05-13 11:38:30,1.55,1.565,1.535,1.56,1.56,4737
2019-05-13 11:39:00,1.54,1.54,1.5,1.515,1.515,4739
2019-05-13 11:39:30,1.51,1.54,1.51,1.52,1.52,4739
2019-05-13 11:40:00,1.535,1.58,1.535,1.58,1.58,4743
2019-05-13 11:40:30,1.545,1.545,1.48,1.48,1.48,4746
2019-05-13 11:41:00,1.48,1.54,1.47,1.54,1.54,4751
2019-05-13 11:41:30,1.545,1.575,1.54,1.54,1.54,4762
2019-05-13 11:42:00,1.515,1.545,1.495,1.545,1.545,4762
2019-05-13 11:42:30,1.555,1.58,1.53,1.53,1.53,4762
2019-05-13 11:43:00,1.51,1.53,1.495,1.53,1.53,4767
2019-05-13 11:43:30,1.525,1.525,1.47,1.5,1.5,4767
2019-05-13 11:44:00,1.52,1.52,1.46,1.46,1.46,4776
2019-05-13 11:44:30,1.425,1.49,1.425,1.49,1.49,4799
2019-05-13 11:45:00,1.5,1.55,1.495,1.53,1.53,4800
2019-05-13 11:45:30,1.52,1.54,1.495,1.54,1.54,4812
2019-05-13 11:46:00,1.495,1.515,1.49,1.5,1.5,4814
2019-05-13 11:46:30,1.51,1.52,1.475,1.475,1.475,4822
2019-05-13 11:47:00,1.465,1.465,1.455,1.46,1.46,4822
2019-05-13 11:47:30,1.455,1.46,1.44,1.45,1.45,4827
2019-05-13 11:48:00,1.455,1.455,1.44,1.45,1.45,4828
2019-05-13 11:48:30,1.445,1.46,1.43,1.445,1.445,4831
2019-05-13 11:49:00,1.435,1.48,1.425,1.47,1.47,4832
2019-05-13 11:49:30,1.46,1.475,1.45,1.45,1.45,4848
2019-05-13 11:50:00,1.46,1.46,1.445,1.445,1.445,4849
2019-05-13 11:50:30,1.44,1.44,1.375,1.38,1.38,4849
2019-05-13 11:51:00,1.41,1.44,1.41,1.415,1.415,4867
2019-05-13 11:51:30,1.405,1.415,1.38,1.4,1.4,4870
2019-05-13 11:52:00,1.42,1.455,1.42,1.445,1.445,4889
2019-05-13 11:52:30,1.43,1.43,1.41,1.41,1.41,4889
2019-05-13 11:53:00,1.395,1.41,1.385,1.41,1.41,4903
2019-05-13 11:53:30,1.395,1.4,1.375,1.4,1.4,4904
2019-05-13 11:54:00,1.41,1.415,1.39,1.39,1.39,4912
2019-05-13 11:54:30,1.39,1.435,1.38,1.405,1.405,4915
2019-05-13 11:55:00,1.38,1.41,1.38,1.41,1.41,4956
2019-05-13 11:55:30,1.41,1.48,1.41,1.44,1.44,4967
2019-05-13 11:56:00,1.445,1.495,1.445,1.49,1.49,4978
2019-05-13 11:56:30,1.49,1.55,1.48,1.5,1.5,4983
2019-05-13 11:57:00,1.49,1.5,1.47,1.47,1.47,4993
2019-05-13 11:57:30,1.47,1.545,1.47,1.545,1.545,5000
2019-05-13 11:58:00,1.555,1.555,1.51,1.52,1.52,5000
2019-05-13 11:58:30,1.52,1.56,1.52,1.56,1.56,5003
2019-05-13 11:59:00,1.545,1.56,1.53,1.53,1.53,5003
2019-05-13 11:59:30,1.54,1.57,1.52,1.555,1.555,5014
2019-05-13 12:00:00,1.57,1.57,1.53,1.53,1.53,5015
2019-05-13 12:00:30,1.54,1.54,1.515,1.515,1.515,5025
2019-05-13 12:01:00,1.54,1.55,1.51,1.51,1.51,5028
2019-05-13 12:01:30,1.51,1.515,1.5,1.515,1.515,5030
2019-05-13 12:02:00,1.515,1.52,1.485,1.485,1.485,5050
2019-05-13 12:02:30,1.47,1.48,1.455,1.48,1.48,5050
2019-05-13 12:03:00,1.46,1.48,1.46,1.46,1.46,5050
2019-05-13 12:03:30,1.475,1.48,1.47,1.47,1.47,5050
2019-05-13 12:04:00,1.455,1.455,1.42,1.435,1.435,5051
2019-05-13 12:04:30,1.43,1.475,1.42,1.465,1.465,5051
2019-05-13 12:05:00,1.445,1.515,1.445,1.515,1.515,5052
2019-05-13 12:05:30,1.535,1.535,1.49,1.495,1.495,5052
2019-05-13 12:06:00,1.495,1.495,1.475,1.48,1.48,5052
2019-05-13 12:06:30,1.48,1.495,1.48,1.48,1.48,5052
2019-05-13 12:07:00,1.485,1.485,1.425,1.425,1.425,5072
2019-05-13 12:07:30,1.425,1.445,1.42,1.445,1.445,5080
2019-05-13 12:08:00,1.445,1.445,1.395,1.395,1.395,5080
2019-05-13 12:08:30,1.395,1.435,1.395,1.435,1.435,5081
2019-05-13 12:09:00,1.415,1.415,1.405,1.405,1.405,5085
2019-05-13 12:09:30,1.41,1.43,1.41,1.43,1.43,5085
2019-05-13 12:10:00,1.455,1.485,1.455,1.455,1.455,5085
2019-05-13 12:10:30,1.45,1.45,1.42,1.43,1.43,5089
2019-05-13 12:11:00,1.42,1.425,1.4,1.425,1.425,5089
2019-05-13 12:11:30,1.41,1.45,1.41,1.45,1.45,5097
2019-05-13 12:12:00,1.43,1.455,1.42,1.42,1.42,5101
2019-05-13 12:12:30,1.415,1.435,1.415,1.42,1.42,5101
2019-05-13 12:13:00,1.43,1.43,1.395,1.41,1.41,5102
2019-05-13 12:13:30,1.42,1.445,1.405,1.405,1.405,5102
2019-05-13 12:14:00,1.38,1.38,1.365,1.37,1.37,5103
2019-05-13 12:14:30,1.38,1.415,1.38,1.415,1.415,5104
2019-05-13 12:15:00,1.4,1.4,1.355,1.355,1.355,5104
2019-05-13 12:15:30,1.355,1.365,1.34,1.365,1.365,5112
2019-05-13 12:16:00,1.33,1.345,1.325,1.34,1.34,5115
2019-05-13 12:16:30,1.33,1.36,1.33,1.335,1.335,5115
2019-05-13 12:17:00,1.32,1.335,1.32,1.335,1.335,5116
2019-05-13 12:17:30,1.34,1.345,1.32,1.33,1.33,5116
2019-05-13 12:18:00,1.33,1.38,1.325,1.38,1.38,5117
2019-05-13 12:18:30,1.385,1.405,1.385,1.405,1.405,5117
2019-05-13 12:19:00,1.41,1.41,1.38,1.385,1.385,5120
2019-05-13 12:19:30,1.4,1.46,1.4,1.46,1.46,5121
2019-05-13 12:20:00,1.44,1.46,1.44,1.46,1.46,5130
2019-05-13 12:20:30,1.455,1.455,1.415,1.415,1.415,5130
2019-05-13 12:21:00,1.43,1.445,1.43,1.43,1.43,5145
2019-05-13 12:21:30,1.435,1.44,1.415,1.415,1.415,5145
2019-05-13 12:22:00,1.42,1.42,1.385,1.385,1.385,5146
2019-05-13 12:22:30,1.41,1.475,1.395,1.435,1.435,5166
2019-05-13 12:23:00,1.41,1.43,1.405,1.415,1.415,5166
2019-05-13 12:23:30,1.41,1.41,1.375,1.375,1.375,5166
2019-05-13 12:24:00,1.355,1.355,1.345,1.35,1.35,5192
2019-05-13 12:24:30,1.35,1.36,1.34,1.345,1.345,5206
2019-05-13 12:25:00,1.345,1.355,1.335,1.34,1.34,5214
2019-05-13 12:25:30,1.34,1.34,1.305,1.305,1.305,5231
2019-05-13 12:26:00,1.29,1.29,1.24,1.255,1.255,5273
2019-05-13 12:26:30,1.25,1.29,1.25,1.275,1.275,5305
2019-05-13 12:27:00,1.3,1.3,1.27,1.27,1.27,5310
2019-05-13 12:27:30,1.27,1.27,1.255,1.255,1.255,5322
2019-05-13 12:28:00,1.25,1.285,1.25,1.285,1.285,5322
2019-05-13 12:28:30,1.285,1.295,1.285,1.295,1.295,5324
2019-05-13 12:29:00,1.31,1.325,1.26,1.26,1.26,5347
2019-05-13 12:29:30,1.28,1.31,1.27,1.305,1.305,5347
2019-05-13 12:30:00,1.3,1.3,1.275,1.29,1.29,5347
2019-05-13 12:30:30,1.28,1.28,1.235,1.24,1.24,5357
2019-05-13 12:31:00,1.235,1.255,1.235,1.245,1.245,5360
2019-05-13 12:31:30,1.25,1.26,1.23,1.26,1.26,5361
2019-05-13 12:32:00,1.25,1.275,1.25,1.275,1.275,5362
2019-05-13 12:32:30,1.28,1.28,1.24,1.255,1.255,5369
2019-05-13 12:33:00,1.265,1.285,1.265,1.28,1.28,5386
2019-05-13 12:33:30,1.26,1.28,1.26,1.26,1.26,5387
2019-05-13 12:34:00,1.265,1.28,1.26,1.28,1.28,5387
2019-05-13 12:34:30,1.265,1.265,1.245,1.245,1.245,5387
2019-05-13 12:35:00,1.255,1.315,1.255,1.305,1.305,5413
2019-05-13 12:35:30,1.305,1.355,1.305,1.355,1.355,5424
2019-05-13 12:36:00,1.335,1.335,1.26,1.26,1.26,5519
2019-05-13 12:36:30,1.27,1.3,1.27,1.285,1.285,5519
2019-05-13 12:37:00,1.305,1.35,1.305,1.32,1.32,5524
2019-05-13 12:37:30,1.34,1.395,1.34,1.345,1.345,5532
2019-05-13 12:38:00,1.345,1.37,1.34,1.365,1.365,5535
2019-05-13 12:38:30,1.36,1.36,1.325,1.325,1.325,5537
2019-05-13 12:39:00,1.32,1.35,1.32,1.34,1.34,5555
2019-05-13 12:39:30,1.34,1.34,1.32,1.32,1.32,5555
2019-05-13 12:40:00,1.325,1.325,1.29,1.31,1.31,5557
2019-05-13 12:40:30,1.315,1.315,1.275,1.29,1.29,5557
2019-05-13 12:41:00,1.295,1.32,1.295,1.31,1.31,5559
2019-05-13 12:41:30,1.3,1.315,1.3,1.3,1.3,5560
2019-05-13 12:42:00,1.3,1.3,1.28,1.28,1.28,5565
2019-05-13 12:42:30,1.265,1.295,1.265,1.28,1.28,5565
2019-05-13 12:43:00,1.295,1.295,1.275,1.29,1.29,5565
